(726, 817) | (768, 558)
(101, 679) | (138, 527)
(571, 758) | (706, 614)
(254, 626) | (502, 947)
(163, 512) | (953, 639)
(55, 554) | (732, 626)
(941, 69) | (586, 14)
(698, 634) | (83, 273)
(790, 723) | (185, 675)
(176, 154) | (658, 366)
(550, 113) | (370, 357)
(669, 944) | (872, 974)
(943, 240) | (133, 242)
(688, 890) | (271, 155)
(198, 380) | (837, 496)
(75, 575) | (704, 281)
(890, 342) | (672, 863)
(925, 816) | (51, 758)
(104, 933) | (904, 270)
(34, 395) | (264, 431)
(382, 173) | (493, 141)
(722, 663) | (776, 751)
(715, 824) | (287, 973)
(888, 440) | (648, 360)
(827, 804) | (897, 230)
(804, 785) | (917, 953)
(701, 352) | (582, 997)
(188, 61) | (166, 232)
(934, 23) | (779, 974)
(200, 493) | (416, 708)
(724, 626) | (343, 855)
(116, 934) | (404, 580)
(936, 830) | (250, 44)
(902, 885) | (917, 464)
(651, 829) | (472, 822)
(652, 992) | (718, 690)
(511, 332) | (891, 722)
(845, 157) | (451, 230)
(974, 260) | (472, 883)
(972, 293) | (182, 861)
(323, 246) | (557, 322)
(295, 181) | (769, 310)
(96, 912) | (791, 988)
(92, 422) | (187, 969)
(457, 627) | (129, 552)
(426, 453) | (426, 698)
(926, 524) | (623, 741)
(979, 664) | (111, 671)
(548, 984) | (317, 584)
(479, 353) | (531, 544)
(581, 742) | (431, 945)
(375, 397) | (497, 998)
(973, 351) | (487, 561)
(902, 785) | (838, 837)
(507, 841) | (684, 920)
(262, 382) | (659, 717)
(195, 34) | (779, 414)
(794, 550) | (922, 864)
(19, 917) | (363, 479)
(68, 743) | (738, 666)
(13, 454) | (178, 433)
(793, 256) | (190, 295)
(272, 489) | (489, 447)
(841, 643) | (231, 265)
(700, 783) | (740, 581)
(455, 528) | (595, 737)
(214, 361) | (813, 243)
(229, 723) | (550, 407)
(590, 621) | (700, 284)
(812, 747) | (552, 875)
(939, 213) | (606, 773)
(361, 535) | (89, 646)
(641, 599) | (572, 875)
(752, 293) | (576, 588)
(717, 172) | (703, 799)
(291, 339) | (627, 859)
(749, 456) | (883, 711)
(65, 943) | (388, 18)
(224, 937) | (711, 374)
(378, 352) | (222, 577)
(137, 562) | (610, 435)
(55, 782) | (295, 713)
(295, 41) | (246, 904)
(640, 699) | (529, 477)
(942, 916) | (215, 187)
(637, 172) | (400, 215)
(62, 629) | (587, 494)
(931, 510) | (811, 131)
(195, 474) | (828, 174)
(140, 659) | (986, 623)
(679, 868) | (300, 343)
(181, 80) | (467, 761)
(461, 146) | (735, 669)
(177, 811) | (837, 133)
(124, 464) | (235, 43)
(499, 439) | (137, 147)
(560, 589) | (434, 856)
(616, 434) | (631, 934)
(621, 470) | (114, 921)
(602, 547) | (876, 292)
(719, 138) | (5, 552)
(756, 314) | (331, 640)
(631, 320) | (860, 838)
(377, 190) | (751, 444)
(801, 577) | (991, 456)
(219, 268) | (370, 821)
(994, 65) | (171, 228)
(460, 981) | (360, 158)
(820, 764) | (31, 318)
(861, 276) | (716, 399)
(412, 301) | (769, 63)
(587, 809) | (183, 48)
(387, 150) | (12, 353)
(246, 643) | (286, 864)
(238, 900) | (353, 341)
(97, 596) | (314, 485)
(628, 397) | (559, 517)
(945, 773) | (920, 578)
(18, 508) | (292, 277)
(400, 548) | (666, 988)
(490, 246) | (850, 321)
(139, 901) | (335, 136)
(881, 728) | (74, 804)
(860, 659) | (969, 587)
(570, 820) | (443, 207)
(211, 640) | (571, 38)
(631, 624) | (822, 672)
(431, 881) | (783, 704)
(34, 596) | (629, 804)
(552, 902) | (922, 399)
(805, 932) | (816, 68)
(17, 843) | (701, 748)
(40, 189) | (220, 940)
(668, 865) | (425, 19)
(638, 406) | (512, 406)
(403, 233) | (872, 691)
(213, 364) | (956, 698)
(723, 285) | (423, 334)
(946, 612) | (746, 480)
(706, 787) | (759, 327)
(573, 610) | (357, 576)
(423, 348) | (322, 712)
(485, 969) | (178, 872)
(67, 304) | (640, 573)
(379, 922) | (502, 986)
(748, 886) | (933, 437)
(196, 148) | (939, 483)
(617, 234) | (884, 953)
(709, 833) | (492, 872)
(879, 999) | (151, 482)
(438, 437) | (363, 243)
(859, 49) | (843, 100)
(948, 583) | (393, 224)
(989, 425) | (928, 741)
(588, 875) | (626, 807)
(926, 713) | (951, 516)
(54, 374) | (271, 45)
(917, 609) | (157, 345)
(733, 656) | (44, 925)
(495, 697) | (160, 212)
(214, 52) | (491, 717)
(196, 432) | (538, 918)
(955, 945) | (331, 982)
(994, 243) | (950, 949)
(83, 2) | (221, 180)
(315, 842) | (719, 182)
(455, 201) | (437, 193)
(440, 513) | (873, 492)
(138, 265) | (977, 589)
(743, 16) | (412, 190)
(862, 773) | (115, 288)
(231, 802) | (95, 458)
(416, 621) | (31, 673)
(475, 822) | (625, 308)
(66, 866) | (566, 266)
(81, 948) | (212, 159)
(433, 153) | (985, 251)
(317, 679) | (453, 719)
(141, 71) | (276, 903)
(57, 964) | (353, 962)
(47, 258) | (23, 833)
(522, 224) | (561, 210)
(113, 346) | (693, 553)
(856, 177) | (233, 431)
(468, 883) | (931, 325)
(63, 355) | (302, 590)
(990, 307) | (830, 689)
(220, 493) | (564, 365)
(967, 504) | (839, 973)
(630, 615) | (801, 978)
(655, 197) | (30, 264)
(62, 522) | (673, 777)
(548, 167) | (795, 741)
(480, 103) | (446, 56)
(458, 89) | (250, 102)
(115, 13) | (940, 474)
(462, 955) | (345, 928)
(203, 190) | (941, 20)
(406, 889) | (404, 838)
(910, 600) | (838, 340)
(386, 960) | (562, 614)
(879, 75) | (133, 610)
(618, 551) | (799, 531)
(748, 438) | (664, 311)
(655, 276) | (514, 676)
(347, 122) | (149, 287)
(354, 589) | (526, 391)
(806, 795) | (609, 148)
(465, 379) | (747, 670)
(395, 76) | (265, 491)
(37, 203) | (511, 698)
(107, 332) | (10, 456)
(643, 358) | (297, 314)
(462, 507) | (56, 567)
(687, 676) | (531, 780)
(79, 863) | (629, 138)
(839, 108) | (532, 452)
(937, 9) | (202, 484)
(72, 82) | (572, 364)
(333, 469) | (990, 327)
(627, 326) | (439, 543)
(634, 505) | (3, 359)
(368, 11) | (466, 167)
(982, 203) | (649, 297)
(894, 714) | (834, 178)
(947, 512) | (97, 945)
(231, 713) | (607, 176)
(985, 166) | (839, 787)
(938, 330) | (617, 628)
(481, 457) | (699, 117)
(300, 423) | (186, 751)
(572, 95) | (354, 126)
(204, 719) | (718, 815)
(47, 160) | (168, 288)
(98, 821) | (746, 968)
(824, 115) | (302, 645)
(832, 234) | (449, 604)
(455, 812) | (264, 621)
(944, 665) | (265, 60)
(794, 12) | (416, 692)
(489, 603) | (688, 960)
(190, 443) | (943, 917)
(230, 476) | (397, 816)
(128, 764) | (46, 51)
(158, 141) | (579, 554)
(561, 494) | (510, 313)
(88, 798) | (683, 307)
(307, 876) | (180, 222)
(499, 673) | (578, 947)
(906, 643) | (707, 978)
(379, 636) | (328, 331)
(684, 917) | (549, 531)
(58, 821) | (894, 418)
(685, 936) | (679, 401)
(35, 614) | (661, 972)
(159, 109) | (810, 841)
(300, 976) | (521, 841)
(630, 968) | (943, 352)
(163, 978) | (581, 885)
(676, 712) | (510, 265)
(416, 217) | (892, 661)
(454, 843) | (399, 135)
(499, 683) | (724, 650)
(383, 425) | (814, 758)
(653, 414) | (680, 778)
(35, 365) | (596, 323)
(119, 981) | (369, 134)
(653, 28) | (208, 494)
(18, 27) | (383, 591)
(806, 658) | (537, 942)
(87, 675) | (678, 575)
(491, 176) | (746, 52)
(550, 250) | (146, 364)
(743, 160) | (28, 68)
(441, 444) | (483, 650)
(137, 177) | (973, 665)
(772, 79) | (928, 801)
(866, 966) | (496, 36)
(800, 442) | (552, 885)
(677, 19) | (914, 540)
(923, 841) | (658, 468)
(375, 885) | (204, 542)
(723, 941) | (157, 816)
(642, 406) | (403, 851)
(726, 252) | (976, 124)
(689, 232) | (944, 273)
(552, 398) | (52, 142)
(428, 259) | (849, 526)
(692, 860) | (817, 120)
(252, 73) | (992, 583)
(378, 251) | (897, 176)
(83, 451) | (64, 995)
(743, 501) | (745, 248)
(227, 201) | (90, 719)
(211, 569) | (334, 218)
(170, 969) | (656, 388)
(259, 253) | (407, 489)
(195, 697) | (597, 14)
(982, 5) | (649, 402)
(574, 658) | (819, 770)
(27, 864) | (430, 258)
(148, 356) | (737, 335)
(183, 738) | (757, 379)
(530, 197) | (193, 937)
(157, 767) | (613, 114)
(591, 489) | (288, 125)
(281, 936) | (872, 303)
(659, 648) | (16, 479)
(785, 195) | (134, 86)
(90, 89) | (629, 414)
(681, 35) | (542, 631)
(882, 59) | (276, 178)
(861, 228) | (332, 172)
(1, 677) | (548, 994)
(971, 506) | (249, 520)
(949, 866) | (835, 814)
(479, 29) | (904, 516)
(343, 607) | (97, 546)
(436, 917) | (811, 43)
(510, 686) | (705, 922)
(251, 362) | (24, 902)
(752, 48) | (606, 500)
(683, 485) | (80, 388)
(523, 426) | (282, 238)
(562, 907) | (453, 412)
(127, 557) | (368, 667)
(138, 440) | (379, 864)
(406, 936) | (225, 561)
(344, 123) | (34, 983)
(955, 14) | (278, 906)
(779, 341) | (743, 670)
(881, 16) | (220, 844)
(343, 659) | (632, 106)
(892, 2) | (548, 523)
(902, 143) | (158, 135)
(958, 232) | (100, 58)
(433, 736) | (563, 90)
(709, 500) | (872, 821)
(601, 849) | (182, 131)
(773, 256) | (274, 561)
(977, 747) | (304, 968)
(113, 286) | (573, 180)
(584, 803) | (322, 204)
(310, 81) | (502, 418)
(70, 827) | (218, 760)
(179, 872) | (967, 333)
(40, 740) | (614, 854)
(167, 422) | (178, 86)
(18, 569) | (441, 707)
(728, 559) | (215, 442)
(800, 352) | (2, 743)
(128, 251) | (691, 389)
(952, 455) | (372, 148)
(684, 983) | (282, 8)
(389, 472) | (622, 281)
(718, 598) | (840, 556)
(354, 424) | (421, 378)
(519, 628) | (405, 368)
(316, 580) | (308, 104)
(776, 792) | (608, 286)
(178, 847) | (646, 140)
(233, 397) | (400, 14)
(690, 307) | (26, 986)
(311, 22) | (718, 826)
(245, 614) | (840, 924)
(749, 68) | (70, 892)
(649, 380) | (956, 838)
(395, 302) | (786, 480)
(890, 790) | (305, 494)
(810, 351) | (882, 621)
(726, 309) | (618, 138)
(758, 798) | (107, 914)
(158, 473) | (887, 362)
(238, 765) | (202, 390)
(958, 255) | (93, 737)
(229, 28) | (485, 899)
(738, 258) | (38, 61)
(343, 976) | (453, 196)
(445, 449) | (920, 219)
(855, 336) | (275, 629)
(633, 22) | (717, 259)
(623, 258) | (361, 61)
(626, 177) | (44, 587)
(536, 762) | (919, 591)
(928, 10) | (645, 355)
(551, 109) | (78, 29)
(897, 85) | (290, 144)
(142, 384) | (825, 747)
(87, 269) | (289, 217)
(90, 42) | (729, 84)
(664, 269) | (214, 584)
(96, 597) | (748, 344)
(767, 393) | (190, 841)
(807, 182) | (416, 439)
(488, 334) | (16, 660)
(971, 814) | (755, 614)
(863, 558) | (874, 311)
(457, 742) | (580, 326)
(229, 248) | (593, 820)
(260, 226) | (999, 439)
(500, 435) | (659, 362)
(207, 154) | (913, 884)
(34, 497) | (530, 421)
(195, 162) | (884, 314)
(793, 151) | (537, 607)
(305, 425) | (462, 699)
(337, 95) | (370, 705)
(787, 344) | (270, 702)
(618, 839) | (244, 473)
(291, 186) | (4, 969)
(338, 600) | (799, 660)
(429, 335) | (686, 314)
(157, 490) | (43, 588)
(420, 92) | (363, 758)
(10, 831) | (181, 528)
(213, 367) | (526, 147)
(497, 128) | (763, 716)
(93, 304) | (755, 357)
(891, 703) | (659, 914)
(859, 579) | (611, 285)
(373, 900) | (926, 62)
(361, 10) | (123, 524)
(325, 703) | (818, 910)
(759, 653) | (515, 428)
(966, 298) | (817, 50)
(907, 212) | (477, 15)
(527, 31) | (203, 38)
(630, 368) | (612, 260)
(658, 949) | (913, 926)
(234, 945) | (263, 221)
(900, 311) | (722, 335)
(94, 706) | (708, 970)
(874, 981) | (687, 479)
(111, 306) | (935, 400)
(585, 296) | (751, 733)
(487, 213) | (566, 278)
(342, 27) | (149, 992)
(95, 930) | (920, 383)
(192, 443) | (529, 960)
(700, 83) | (585, 970)
(518, 361) | (369, 428)
(773, 597) | (538, 884)
(251, 118) | (180, 546)
(765, 203) | (836, 118)
(751, 526) | (877, 489)
(218, 371) | (405, 647)
(21, 666) | (446, 742)
(97, 308) | (306, 774)
(898, 155) | (777, 378)
(301, 285) | (19, 177)
(350, 603) | (642, 413)
(760, 24) | (592, 972)
(589, 977) | (815, 659)
(584, 839) | (166, 985)
(946, 546) | (989, 489)
(844, 920) | (641, 539)
(576, 485) | (629, 139)
(827, 692) | (380, 586)
(601, 365) | (621, 569)
(592, 51) | (553, 707)
(795, 446) | (222, 983)
(694, 361) | (661, 290)
(632, 250) | (328, 814)
(487, 8) | (19, 650)
(599, 561) | (564, 279)
(147, 435) | (559, 588)
(604, 617) | (208, 331)
(318, 359) | (925, 784)
(772, 777) | (113, 494)
(87, 145) | (957, 876)
(726, 415) | (367, 825)
(240, 44) | (449, 183)
(851, 156) | (133, 912)
(421, 815) | (927, 684)
(723, 652) | (214, 483)
(189, 728) | (233, 611)
(739, 492) | (215, 14)
(430, 590) | (567, 791)
(943, 174) | (812, 827)
(668, 42) | (908, 150)
(697, 756) | (543, 793)
(89, 240) | (550, 673)
(914, 407) | (271, 338)
(649, 931) | (10, 149)
(843, 361) | (273, 663)
(551, 589) | (389, 723)
(48, 636) | (596, 85)
(515, 271) | (1, 972)
(299, 330) | (786, 992)
(483, 549) | (217, 216)
(210, 425) | (297, 985)
(451, 192) | (91, 482)
(321, 565) | (229, 607)
(327, 870) | (448, 224)
(777, 558) | (89, 219)
(572, 831) | (686, 962)
(106, 530) | (149, 417)
(958, 817) | (39, 169)
(942, 875) | (916, 947)
(185, 985) | (62, 683)
(495, 233) | (950, 324)
(932, 358) | (689, 951)
(121, 909) | (350, 727)
(574, 609) | (886, 154)
(851, 624) | (942, 606)
(216, 423) | (322, 584)
(770, 634) | (907, 580)
(246, 990) | (375, 812)
(730, 458) | (720, 515)
(677, 342) | (956, 586)
(517, 327) | (580, 800)
(782, 537) | (987, 61)
(640, 994) | (373, 573)
(989, 39) | (798, 963)
(169, 701) | (315, 722)
(333, 185) | (162, 621)
(733, 446) | (256, 297)
(992, 669) | (501, 90)
(227, 104) | (435, 671)
(488, 553) | (451, 261)
(763, 60) | (629, 407)
(469, 19) | (931, 463)
(30, 693) | (8, 508)
(819, 80) | (826, 201)
(146, 661) | (589, 727)
(459, 472) | (815, 222)
(660, 585) | (941, 729)
(182, 763) | (264, 973)
(427, 980) | (582, 245)
(208, 563) | (564, 825)
(183, 742) | (885, 422)
(645, 807) | (159, 37)
(265, 90) | (459, 969)
(540, 172) | (21, 686)
(927, 214) | (31, 264)
(407, 835) | (324, 874)
(971, 759) | (758, 895)
(744, 391) | (133, 196)
(93, 238) | (544, 831)
(47, 497) | (442, 732)
(337, 382) | (793, 188)
(63, 390) | (544, 581)
(973, 645) | (844, 187)
(21, 732) | (234, 679)
(427, 575) | (550, 234)
(436, 240) | (265, 967)
(41, 556) | (762, 121)
(808, 511) | (240, 285)
(246, 859) | (555, 534)
(557, 658) | (210, 17)
(463, 829) | (562, 494)
(994, 7) | (88, 897)
(147, 900) | (599, 644)
(537, 143) | (717, 909)
(495, 902) | (528, 502)
(736, 25) | (795, 708)
(28, 314) | (366, 481)
(553, 348) | (713, 169)
(164, 913) | (787, 549)
(336, 553) | (840, 593)
(231, 492) | (596, 188)
(590, 439) | (243, 296)
(295, 57) | (853, 866)
(256, 326) | (515, 717)
(112, 187) | (545, 179)
(463, 435) | (315, 123)
(255, 365) | (187, 591)
(568, 868) | (297, 231)
(764, 470) | (197, 200)
(728, 513) | (154, 100)
(577, 412) | (67, 140)
(242, 173) | (806, 56)
(454, 664) | (747, 566)
(200, 881) | (932, 123)
(906, 263) | (98, 642)
(644, 156) | (290, 212)
(881, 429) | (37, 115)
(617, 708) | (858, 206)
(925, 162) | (364, 684)
(43, 454) | (997, 165)
(85, 600) | (778, 69)
(702, 242) | (650, 581)
(434, 86) | (891, 850)
(44, 701) | (517, 425)
(373, 960) | (257, 95)
(170, 717) | (197, 467)
(304, 548) | (297, 404)
(23, 345) | (477, 644)
(303, 193) | (948, 292)
(52, 659) | (883, 546)
(198, 607) | (73, 90)
(524, 966) | (55, 502)
(409, 640) | (197, 14)
(755, 728) | (710, 443)
(612, 877) | (596, 665)
(506, 758) | (851, 844)
(432, 933) | (932, 509)
(759, 800) | (646, 990)
(335, 39) | (257, 511)
(741, 755) | (816, 96)
(372, 858) | (551, 683)
(107, 564) | (434, 300)
(440, 246) | (608, 427)
(115, 995) | (966, 884)
(81, 336) | (456, 398)
(732, 77) | (804, 858)
(48, 35) | (457, 787)
(360, 315) | (72, 825)
(540, 258) | (529, 174)
(821, 222) | (461, 983)
(14, 42) | (109, 347)
(186, 472) | (738, 676)
(920, 327) | (924, 422)
(379, 256) | (570, 600)
(733, 558) | (509, 804)
(857, 64) | (816, 211)
(437, 13) | (619, 465)
(118, 864) | (191, 234)
(77, 400) | (697, 673)
(676, 413) | (183, 229)
(98, 382) | (435, 77)
(479, 710) | (553, 893)
(170, 914) | (617, 277)
(689, 499) | (304, 269)
(964, 185) | (460, 852)
(847, 209) | (400, 481)
(858, 42) | (46, 188)
(346, 399) | (930, 189)
(833, 829) | (655, 797)
(543, 626) | (175, 193)
(113, 688) | (547, 360)
(948, 501) | (745, 760)
(223, 778) | (681, 769)
(431, 659) | (669, 285)
(602, 61) | (929, 412)
(369, 495) | (138, 639)
(143, 985) | (980, 488)
(369, 74) | (248, 111)
(953, 774) | (121, 39)
(107, 827) | (41, 10)
(512, 536) | (855, 617)
(407, 584) | (705, 865)
(156, 942) | (418, 631)
(290, 491) | (486, 596)
(8, 330) | (732, 750)
(775, 134) | (228, 623)
(183, 752) | (682, 162)
(627, 89) | (148, 600)
(969, 476) | (911, 467)
(871, 915) | (78, 984)
(354, 657) | (52, 459)
(293, 532) | (965, 713)
(891, 128) | (787, 494)
(723, 408) | (446, 912)
(335, 308) | (415, 959)
(626, 198) | (143, 621)
(940, 168) | (997, 655)
(854, 256) | (28, 747)
(481, 377) | (947, 708)
(615, 441) | (876, 994)
(78, 333) | (780, 905)
(22, 271) | (321, 740)
(373, 69) | (102, 95)
(30, 588) | (733, 823)
(114, 918) | (936, 941)
(171, 945) | (44, 216)
(571, 948) | (170, 777)
(271, 741) | (823, 147)
(100, 520) | (383, 352)
(50, 255) | (854, 406)
(314, 80) | (265, 953)
(757, 157) | (491, 128)
(355, 253) | (862, 428)
(551, 966) | (583, 744)
(984, 818) | (980, 507)
(120, 165) | (156, 2)
(40, 317) | (172, 215)
(701, 972) | (996, 272)
(674, 621) | (702, 116)
(585, 569) | (239, 779)
(628, 250) | (991, 169)
(954, 353) | (788, 217)
(567, 336) | (577, 405)
(490, 712) | (820, 268)
(620, 4) | (309, 330)
(407, 261) | (348, 420)
(188, 532) | (963, 636)
(924, 458) | (233, 467)
(248, 180) | (526, 370)
(930, 360) | (417, 446)
(51, 624) | (936, 894)
(887, 147) | (748, 438)
(905, 853) | (395, 177)
(313, 153) | (455, 789)
(369, 38) | (971, 91)
(723, 741) | (983, 959)
(708, 31) | (648, 106)
(771, 810) | (962, 15)
(862, 754) | (17, 42)
(549, 261) | (542, 699)
(156, 797) | (658, 521)
(527, 945) | (267, 702)
(727, 208) | (573, 54)
(275, 354) | (572, 536)
(212, 682) | (608, 588)
(151, 9) | (505, 875)
(743, 250) | (96, 486)
(169, 161) | (287, 702)
(822, 496) | (243, 270)
(201, 620) | (569, 923)
(868, 939) | (536, 942)
(809, 852) | (258, 791)
(177, 789) | (866, 54)
(448, 509) | (368, 682)
(82, 880) | (584, 333)
(213, 820) | (940, 63)
(983, 227) | (609, 826)
(668, 32) | (187, 475)
(306, 147) | (253, 502)
(665, 186) | (175, 622)
(875, 476) | (177, 927)
(827, 115) | (171, 319)
(459, 622) | (615, 906)
(727, 607) | (787, 948)
(78, 711) | (346, 140)
(373, 362) | (366, 938)
(285, 741) | (454, 697)
(465, 987) | (78, 113)
(187, 759) | (172, 442)
(883, 927) | (448, 648)
(144, 688) | (717, 738)
(774, 521) | (671, 197)
(279, 31) | (960, 809)
(451, 964) | (668, 492)
(261, 930) | (467, 113)
(970, 637) | (891, 587)
(261, 726) | (42, 370)
(182, 989) | (138, 899)
(293, 74) | (444, 407)
(199, 651) | (735, 80)
(241, 662) | (465, 648)
(381, 691) | (477, 2)
(999, 81) | (626, 146)
(500, 362) | (768, 603)
(579, 563) | (439, 7)
(224, 182) | (249, 27)
(58, 534) | (763, 154)
(387, 292) | (526, 687)
(259, 53) | (342, 771)
(247, 637) | (843, 484)
(546, 375) | (303, 575)
(508, 972) | (951, 950)
(200, 347) | (843, 296)
(456, 892) | (156, 322)
(560, 452) | (602, 134)
(833, 573) | (466, 101)
(169, 811) | (513, 159)
(165, 309) | (964, 566)
(272, 950) | (420, 315)
(508, 224) | (627, 967)
(765, 375) | (192, 460)
(310, 100) | (738, 700)
(15, 297) | (714, 719)
(371, 994) | (880, 369)
(72, 518) | (545, 290)
(516, 201) | (796, 188)
(244, 705) | (192, 449)
(494, 572) | (822, 16)
(462, 788) | (68, 190)
(445, 396) | (513, 362)
(970, 21) | (506, 354)
(609, 827) | (903, 909)
(246, 921) | (739, 409)
(8, 57) | (218, 814)
(317, 327) | (604, 775)
(292, 881) | (317, 593)
(966, 140) | (388, 895)
(827, 553) | (312, 616)
(282, 37) | (521, 223)
(382, 157) | (194, 701)
(323, 834) | (85, 906)
(134, 653) | (443, 504)
(902, 112) | (651, 744)
(493, 700) | (384, 929)
(477, 69) | (526, 985)
(42, 265) | (103, 531)
(388, 921) | (934, 717)
(232, 778) | (594, 786)
(681, 637) | (170, 919)
(474, 393) | (342, 380)
(69, 149) | (442, 121)
(632, 372) | (539, 80)
(340, 776) | (219, 94)
(112, 690) | (748, 283)
(154, 122) | (58, 766)
(230, 9) | (492, 385)
(848, 112) | (315, 417)
(705, 601) | (281, 104)
(119, 380) | (695, 627)
(801, 785) | (843, 867)
(120, 866) | (315, 359)
(574, 955) | (127, 885)
(399, 694) | (536, 800)
(294, 51) | (542, 626)
(485, 602) | (740, 752)
(490, 980) | (145, 973)
(633, 347) | (751, 932)
(304, 233) | (134, 109)
(203, 1) | (208, 140)
(799, 493) | (219, 637)
(607, 821) | (371, 264)
(442, 425) | (397, 249)
(953, 361) | (521, 918)
(543, 377) | (374, 167)
(655, 350) | (407, 228)
(69, 995) | (473, 503)
(253, 41) | (838, 868)
(177, 953) | (833, 976)
(396, 881) | (171, 804)
(874, 441) | (272, 787)
(859, 214) | (251, 592)
(758, 450) | (36, 814)
(576, 674) | (710, 571)
(750, 678) | (164, 194)
(633, 265) | (901, 975)
(436, 465) | (432, 793)
(552, 584) | (773, 662)
(177, 582) | (216, 889)
(787, 303) | (451, 675)
(881, 665) | (382, 956)
(270, 783) | (821, 152)
(849, 783) | (665, 258)
(823, 88) | (460, 427)
(78, 744) | (37, 482)
(434, 760) | (428, 502)
(71, 595) | (625, 857)
(914, 26) | (204, 17)
(755, 530) | (283, 46)
(470, 454) | (649, 132)
(879, 787) | (596, 495)
(780, 965) | (694, 25)
(47, 62) | (704, 591)
(43, 388) | (908, 478)
(695, 938) | (716, 410)
(839, 420) | (308, 586)
(575, 434) | (343, 859)
(256, 445) | (942, 657)
(511, 289) | (61, 937)
(709, 295) | (315, 413)
(708, 370) | (986, 89)
(683, 461) | (817, 11)
(315, 184) | (122, 22)
(516, 38) | (853, 898)
(544, 901) | (967, 977)
(379, 162) | (808, 94)
(899, 167) | (260, 849)
(1, 501) | (272, 768)
(208, 687) | (73, 727)
(395, 809) | (471, 297)
(126, 706) | (585, 867)
(484, 221) | (33, 227)
(328, 666) | (64, 230)
(418, 776) | (279, 699)
(877, 651) | (265, 221)
(425, 603) | (622, 975)
(40, 133) | (868, 418)
(236, 981) | (566, 18)
(524, 166) | (911, 73)
(6, 426) | (936, 396)
(589, 264) | (522, 691)
(433, 353) | (942, 795)
(530, 1) | (493, 877)
(623, 859) | (252, 35)
(431, 352) | (724, 854)
(333, 643) | (143, 887)
(879, 544) | (180, 47)
(288, 729) | (975, 146)
(275, 129) | (962, 149)
(729, 555) | (566, 988)
(794, 578) | (383, 644)
(622, 643) | (173, 473)
(558, 285) | (809, 847)
(335, 185) | (870, 12)
(454, 890) | (284, 730)
(664, 643) | (266, 428)
(705, 801) | (131, 44)
(857, 525) | (809, 597)
(640, 947) | (997, 540)
(677, 611) | (486, 900)
(635, 877) | (324, 267)
(702, 131) | (761, 910)
(711, 292) | (644, 673)
(464, 856) | (460, 309)
(10, 125) | (334, 987)
(414, 805) | (781, 24)
(873, 590) | (984, 706)
(214, 729) | (805, 219)
(634, 5) | (456, 852)
(647, 327) | (786, 19)
(768, 714) | (380, 849)
(998, 688) | (884, 980)
(648, 757) | (961, 160)
(500, 791) | (296, 316)
(457, 561) | (369, 618)
(876, 855) | (334, 569)
(920, 365) | (233, 469)
(134, 654) | (205, 892)
(202, 488) | (233, 426)
(121, 452) | (362, 633)
(231, 80) | (820, 780)
(129, 31) | (571, 155)
(541, 564) | (357, 691)
(848, 451) | (337, 867)
(819, 288) | (972, 298)
(827, 330) | (549, 261)
(858, 421) | (250, 503)
(895, 965) | (270, 662)
(579, 277) | (963, 426)
(607, 364) | (631, 335)
(757, 830) | (529, 730)
(151, 281) | (903, 231)
(637, 346) | (154, 849)
(216, 157) | (195, 145)
(876, 402) | (375, 895)
(494, 524) | (460, 299)
(957, 166) | (638, 417)
(924, 348) | (444, 968)
(756, 612) | (112, 305)
(478, 255) | (627, 605)
(535, 338) | (600, 686)
(844, 798) | (645, 383)
(780, 908) | (614, 764)
(906, 346) | (405, 655)
(355, 653) | (312, 713)
(185, 319) | (611, 136)
(10, 813) | (865, 585)
(160, 373) | (392, 740)
(311, 713) | (860, 731)
(903, 880) | (795, 467)
(494, 131) | (859, 389)
(759, 645) | (474, 165)
(31, 321) | (42, 86)
(740, 614) | (130, 367)
(397, 454) | (620, 221)
(654, 542) | (482, 626)
(461, 770) | (175, 491)
(471, 147) | (958, 279)
(350, 818) | (384, 625)
(110, 128) | (729, 632)
(281, 539) | (413, 920)
(100, 404) | (230, 868)
(995, 250) | (633, 250)
(269, 119) | (754, 242)
(170, 30) | (815, 765)
(444, 828) | (779, 430)
(467, 551) | (637, 745)
(149, 482) | (194, 659)
(990, 40) | (668, 998)
(397, 334) | (887, 266)
(946, 565) | (40, 192)
(618, 523) | (939, 458)
(220, 510) | (400, 339)
(732, 969) | (465, 905)
(773, 468) | (800, 157)
(408, 883) | (58, 399)
(438, 892) | (76, 886)
(934, 532) | (947, 279)
(81, 59) | (652, 231)
(331, 42) | (126, 869)
(545, 461) | (175, 94)
(332, 821) | (797, 336)
(581, 846) | (113, 624)
(223, 495) | (690, 559)
(193, 178) | (351, 603)
(939, 569) | (474, 760)
(666, 840) | (482, 739)
(443, 745) | (158, 862)
(341, 707) | (71, 217)
(625, 986) | (385, 884)
(857, 728) | (753, 126)
(316, 821) | (506, 717)
(427, 484) | (547, 734)
(132, 331) | (529, 664)
(601, 722) | (922, 551)
(11, 781) | (939, 609)
(203, 318) | (349, 826)
(180, 624) | (749, 941)
(376, 891) | (870, 54)
(343, 194) | (466, 393)
(409, 764) | (685, 152)
(191, 817) | (602, 327)
(982, 305) | (784, 701)
(611, 660) | (932, 760)
(484, 957) | (29, 369)
(754, 810) | (794, 674)
(143, 29) | (917, 573)
(560, 49) | (360, 73)
(786, 642) | (708, 826)
(742, 648) | (590, 441)
(148, 821) | (551, 914)
